playcounts,name,fav,introduce,director,step,actor
,生猛海鲜,,简介：四个性格投缘的高中毕业生，聚会上的遭遇重新定义了他们的人生。打架王胖子，江湖大哥帅子，聪明胆小德大鹏，四肢发达的坤儿，机缘下认识的女孩儿妙妙。莽撞的坤儿因打伤人入狱。帅子跟了D哥，和妙妙的爱情同时遭到父亲反对，在篮球比赛中帅子为D哥出头被混混打伤，妙妙伤心欲绝。而此刻，大鹏和胖子已经联系好了学校。,黄彬昊,,"顾权,傅筱,张洛晨,张昕宇,何为"
,七夕那点事儿,,简介：隔两地的大勇和晓涵感情已在崩溃边缘，七夕情人节，晓涵对大勇颁发了最后通牒：“人不到，就分手”。打着飞的上北京的大勇，满心希望用自己炽热的爱意和激情浪漫的一夜重新赢得爱人的心，然而“天公不作美”，酒店爆满、一房难求。大勇拉着晓涵急切奔波在开房的道路上，一路见义勇为、打抱不平，前有同性恋围追堵截、后有前男友横刀夺爱，想要啪啪啪真的好难，最后两人到底能否共度七夕浪漫之夜呢？,"马瑞青,王晨旭",,"郭静琳,程泽章"
,末路江湖,,简介：肖海17岁开始跟着大哥做黑道生意，每次大哥给的酬劳都少的可怜，一次，肖海向大哥提出多给些拿来还房贷，大哥却如以往一样说道：下次，等下次做笔大的再说，和以往的回答没有区别。后来果然做了笔大单，可这次大单却出了意外，钱被小偷偷了去，使他无法向大哥交代，只好想办法把钱补上，于是阴差阳错之下抢劫到了偷了他钱的小偷房间内，而小偷正因偷到一笔巨款而沾沾自喜，还惬意的准备招妓，丝毫不知危险渐渐他靠近，肖海抢了小偷的钱和车子，而他看在被小偷招的小姐-红红也是生活所迫才干这一行，便决定带她一起走，然而在他们远走高飞的路上又发生了什么...,王斌,,"孙易扬,邪国军"
,灵探,,简介：私家侦探小柯前去医院拍摄明星安美的八卦新闻，却意外卷入了灵异杀人事件。并被专管神秘案件的灵探追捕。为了洗脱嫌疑，小柯决定和灵探一起破案。随着案情逐渐揭露，小柯发现事件越发叵测，而自己也陷入绝境，生死悬于一线。,"吴云峰,姜京",,"原维,崔斌,黄靖芯"
,小镇英雄之江湖无道,,简介：影片讲述了大城市回城的男孩江河，小镇重新出发，却卷进了发小兄弟在小镇崛起的恩怨是非里，一边是回城后的疑虑，一边是身不由己的越陷越深，当遭遇“兄弟入狱”、“感情背叛“、“信任考验”、“江湖仇杀”等事件后，他在黑白两道间何去何从？这是个命题还是选择?,钱钺,,"毕卡,刘钊,吕十一,汪泠沁,刘少秋,王东伟,于航,卢云,李俊"
,屌丝神探,,简介：故事从无业游民孙狄（凌智勇 饰）和落魄大学生杜曰（兰曰明 饰）在路上的一次见义勇为开始，两人无意中介入了周小姐（杨柳 饰）、葛大少（刘洋饰），和民警郝文（谢思远饰），之间一系列错综复杂的关系中。孙狄在一次帮助好友民警郝文的过程中，结识了面冷心热的美女火锅店老板慕青（胡京铭饰），暧昧过后，却发现自己陷入了一桩离奇的自杀案中，在好友和红颜的鼓励下，孙狄做起了侦探，从一系列小线索中抽丝剥茧，最终发现凶手竟然是。,巫秋生,,"凌智勇,兰曰明,胡京铭,谢思远"
,青春出轨,,简介：十年后的一次同学聚会，青年作家宋金遇到自己高中的初恋女友季晓旭。一次失败的相亲之后，落魄的宋金回忆着高中的点点滴滴，那些年跟好基友严嵩一起追求季晓旭的青春岁月，想着当年为自己的女神编写99个故事的浪漫情节，发现自己这么多年深爱的人一直都是她。然而那个曾经的校花季晓旭却迫于生活，隐瞒着所有人，跟一个土豪贾仁在一起。聚会散场之后，一场意外打破了这情感待泄的僵局，爱情！现实的诱惑！最终他和她的选择会是怎样？,陈润,,"汪旭钊,路毅,段斌,周韦彤"
,找个高帅富,,简介：平凡的都市女孩林娅楠，终日素颜的面对狭小的生活圈，慢慢的变成人们口中的剩女一族，但心中还是期待著美好的爱情降临在自己身上。林璁，都市里生活的高富帅，忙于工作过了三十岁后也成为黄金剩男一族，尝试著寻找著属于合适自己的爱情，到底高富帅要的爱情是什么呢？珍珍，典型的拜金主义性感尤物，男人的价质源自于物质，最后是否能顺利踏进豪门？慕容华，一个屌丝，爱上漂亮女汉子的屌丝！癞哈蟆最后能否吃到天鹅肉呢？几个来自不同背景不同世界的人，会在这现实主义横行的世代里谱出怎样的故事？有泪点有笑点，这样欢笑与泪水交织而成的故事才是真正属于人们的故事。,陈童,,"徐申东,慕容华,王乐天"
,铜锣湾大冒险,,简介：原某香港社团的恭喜哥，不堪江湖纷扰，金盆洗手，远离黑帮来到内地投资，数年磨砺打拼，创立了国内首屈一指的商业帝国【铜锣湾】。早期与大哥同道多年，情仇积怨的刀疤姐来到内陆寻仇，搏命拼杀，誓要拿回本就属于自己的一切。落魄编剧何睦，空有一身抱负，一直梦想能写出一部关于黑帮题材的创世大片，却始终不得伯乐，碌碌无为。,何睦,,"王韵壹,白博"
,龙诀秘籍,,简介：私人侦探肖强在追查一宗绑架案时搭救了回国旅游的少女珍妮，珍妮因为仰慕肖强而成为他的助手。之后两人和肖强的前女友一起卷入了日本人谋夺武功秘籍的案件，牵连出隐藏在市井中多年的高手武天。黑龙会、日本忍者、中国武林、神秘的宝藏、绝世的武功、曾经的旧爱、现任的女友，通通纠缠在了肖强身旁。,宋成明,,"张轶,朱晓婉"
,男公主,,简介：外表女像的孔小铭因家境贫寒进入模特公司担任平面模特，对“美”拥有独特观念的张总发现真相，想挖掘他并要把他打造成最闪亮的模特，借此打破“世俗美”的标准，证明她对美的观念是正确的。在这期间，孔小铭与李美慧的爱情纠缠于T台上的是是非非，最后得到模特大赛冠军的孔小铭，是选择名誉还是选择爱情呢？,刘轩,,"何云伟,徐郡,孔小铭,张芮,Rella"
,3509,,简介：庄若渝天生丽质、风姿绰约，是众多男人心中的女神。可眼界高、心气足的她面对男人们的殷勤奉承，往往不屑一顾。她时长幻想着自己能住在本市最昂贵的国际公寓，喝着罗曼尼逗着金丝鸟，俯瞰一切，仿佛所有人都臣服在她脚下。一天，一向躲在角落里毫无存在感的同事于建将她堵在了路上。木纳的于建笨拙地乞求庄若渝在他离职回老家前，陪他吃一顿饭。看着于建的穷酸样，庄若渝心生厌恶，但最终心动了，因为于建承诺将自己掏空老本租下的国际公寓最高楼3509室转租给她。就在于建生日的那一天，庄若渝踏进了自己梦寐以求的香榭丽国际公寓。爱浮力森林的巧克力蛋糕、97年的罗曼尼、东野圭吾的侦探小说、还有养在笼里的金丝鸟，于建按照庄若渝幻想的样子布置了3509室。可让她始料未及的是，这个男人将自己囚禁了。,王轩,,"吴建国,叶思彤,黄子耀,吕熙,汉小仙"
,光棍危机,,简介：剧本根据冀南地区相亲热点为背景，直击社会歪曲的价值观和恐婚内幕，当前农村适龄男青年找不到媳妇已经是一种普遍现象。主人公韩德煌的名字让他更是多次相亲却没有结果！,孙瑞杰,,"李超飞,张少华"
,超能老师,,简介：七班本是学校优秀的班级，却不知为何在一夜之间变得臭名昭著，没有老师愿意接任班主任。土到掉渣的王加柔老师，满嘴知乎者也，平日是被领导同事呼来喝去，是典型的便利贴老师，哪里有需要就贴在哪里。她满怀远大志向接了七班班主任之职，结果是连连被学生戏弄。她深夜加班，被天外来星砸中了脑袋。之后，以惊艳的装扮出现在校园，教训了领导，恐吓了同事，也威慑住了七班所有的学生。,史震飞,,"李娜,张楠,张亚光,涂乐,付彦丹,袁骁,常小雨"
,契约女神,,简介：设计系老师张善美样貌肥丑，经常受到周边的人和一些同学的嘲笑，渴望变美，渴望得到心目中男神的爱恋，一次T台秀中在舞台上摔倒，进入幻境得到一瓶神奇塑形液，变身成为美女教师梁茵，爱情和事业似乎顺风顺水，然而，美丽背后却是欲望的陷阱，神秘的魔王要求张善美完成三个挑战自我底线的任务，最终只是成为魔王吸取人类欲望和邪恶的工具，张善美最终幡然醒悟，完成自我救赎。,田刚,,"曲昱曈,李欣雨,臧一人,赵伲僮,吕婉春"
,摩登群侠之二货神探,,简介：王源浩与情人卢静微香艳一夜，想不到第二天王浩源就离奇的横死家中，根据徐惠（王浩源妻子）的举报警方抓获了纯洁善良嫌疑人关晓琳。一万与一千兄弟俩机缘巧合之下被警方要求协助破案，一万假成扮神去徐惠（王源浩妻子）处调查线索，一千假扮大师去卢静微处盘道，套取线索。探几经周折通过蛛丝马迹发现韩峰（王源浩同事）有重大嫌疑，经过秘密调查，原来韩峰因暗恋徐惠最终生恨渐渐走上了变态杀人的不归路。当尘埃落定一切终结，一万发现事件其实还有另外一面。韩峰杀人貌似受到了徐惠的暗示，那么韩峰究竟是变态杀人，还是沦为了蛇蝎美人的杀人工具？,斯皮尔波哥,,"张艺骞,陈家君"
,时空救援之明月危机,,简介：“我爱上了一个已经死去的女孩，我必须阻止一场4年前的谋杀！”小职员宇浩无意中发现，自己整天观察的对楼女孩，竟然是一个4年前就被谋杀的人。本以为是一场人鬼情未了，没想到却是时空错位导致他可以和4年前的夏如联系。于是，宇浩展开了一场拯救心爱女孩生命的惊险历程。他们究竟能不能抓住凶手，在同一个时空相遇？,"聂海熙,缪骏",,"杨润坤,史雨,张昊,李恒建,伍畏"
,无人区杀人事件,,简介：你是否相信，这世上有另一个自己，他隐藏在暗中，用一双邪恶的眼睛窥探着你的一举一动，准备随时取而代之。几个经营新媒体的年轻人为了吸引粉丝，结伴踏上了一次寻鬼之旅，一到目的地，怪事连连、鬼影重重、灵异事件接二连三，鬼气森森伴随着妖魅般的二重身，将众人拉入了一场无法自拔的恐怖泥潭。在探寻真相的同时，有人横遭惨死，有人离奇失踪，几人之间隐藏的矛盾逐渐显露，前仇旧恨波诡云谲，一场精心策划的恐怖杀局浮出水面。囚禁、杀戮、背叛、复仇、人鬼难辨、扑朔迷离……比鬼魂更可怕的是隐藏在人与人之间的勃勃杀机。,李小渊,,"闫镛安,邓荣荣,马凯德利,达旭,双晶晶"
,第46号密室,,简介：励志要当警察的李晓棠，却奉母命考入医学院读书，她以为她的大学时光都要如此度过的时候，发生了一件不可思议的事情，在一天夜里，她竟然接到了一个幽灵使者打来的死亡预告电话，鬼怪作祟？人为的恶作剧？什么目的？这勾起了李晓棠和学生公社成员的兴趣，他们决定解开这个谜题。夜幕下的坟墓，有这各种不可思议传说的学校，被幽灵使者诅咒的旧校区，三年前调查学校幽灵使者却离奇失踪的学生，所有矛头都指向了旧校区-----那个被称为“恶魔校区”的地方，旧校区到底发生了什么？想要解开疑惑的大家来到这里，随着调查的不断深入，赵强的莫名失踪，社长珊珊的恐怖死亡，穿红色高跟鞋的无头女鬼，事情越发的扑朔迷离，凶手是---学校的白马王子曲南、天真浪漫的宁路、目中无人的王伟、冰山美女袁丽莎、喜欢拍摄的夏耘，曾经熟悉的面孔背后其实都隐藏着一张不熟悉的脸，人性到底是什么？当迷雾散去，隐藏了20时多年的秘密终于浮出水面……,李宝能,,"周艳婷,黄炎明,王嫚,陈宏基,林静娴,王文虎"
,网红调教师,,简介：关于调教网红这件事，外界有各种传闻，扑朔迷离。然而我们有一万种方法打造网红。一根筋的 “李小璐”为营救失踪男友深陷迷途，竟意外发现一家网红经纪公司背后隐藏诸多令人咋舌的劲爆内幕。在网红圈，经纪人与艺人、情感与肉体之间关系错综复杂，心计堪比宫斗。她让他占有她的身体，心中却难忘从前的他，哪怕每次与对方会面都会遍体鳞伤，却仍一往情深。女主人公如何自己掌握自己的命运？看圈外人需要付出多少代价才能逆天成为网红。而当更多潜伏危机和诱惑出现时，她又将何去何从。,刘彬,,"卢小彧,张倩,杨俊宇,苗贺程,韩伊沫,史文翔,SNH48沈梦瑶,徐欣玲"
